Publisher,User`s Price,Best Price,Price Difference,Type,Category,AS,DR,Top Country,Organic Traffic,Ref Domains,Link Follow,Best Niche Prices,Best Seller 1st,Referral Link 1st,Price 1st,Rating 1st,Best Seller 2nd,Referral Link 2nd,Price 2nd,Rating 2nd,Best Seller 3rd,Referral Link 3rd,Price 3rd,Rating 3rd
bulawayo24.com,NaN,240,NaN,Guest Post,"Business, Lifestyle, Sports",44,58,zw,55064,5760,dofollow,"Casino - 638, Finance&Trading - 638, CBD - 638, Crypto - 638",adsy.com,https://ref.adsy.com/?ref=referral&ref_type=direct&ref_id=n1dzdtkv28djc7uh&ref_item=3,240,8.5,bazoom.com,https://app.bazoom.com/refer?ref=aSVUVs3AXAKnoqqa,242,7.5,Assisted Purchase,,264,
detroitsportsnation.com,NaN,309,NaN,Link Insertion,"Movies, Music, Sports",38,37,us,18364,7905,dofollow,,adsy.com,https://ref.adsy.com/?ref=referral&ref_type=direct&ref_id=n1dzdtkv28djc7uh&ref_item=3,309,8.5,Assisted Purchase,,340,,meup.com,https://meup.com/?ref=6807A674CEA1F,510,
detroitsportsnation.com,NaN,271,NaN,Guest Post,"Movies, Music, Sports",38,37,us,18364,7905,dofollow,"Casino - 271.4, Finance&Trading - 510, Adult - 8165.6, Dating - 8165.6, CBD - 654.9, Crypto - 510",bazoom.com,https://app.bazoom.com/refer?ref=aSVUVs3AXAKnoqqa,271,7.5,Assisted Purchase,,299,,backlinked.com,https://backlinked.com?ref=otjmnzu,312,5.5
newsroompost.com,NaN,3105,NaN,Link Insertion,"Lifestyle, News and Media, Technology",30,48,in,3959,9187,dofollow,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,3105,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,3170,,Assisted Purchase,,3416,
localguidegrancanaria.com,NaN,1332,NaN,Guest Post,Travelling,39,40,es,61075,1128,dofollow,,backlinked.com,https://backlinked.com?ref=otjmnzu,1332,5.5,bazoom.com,https://app.bazoom.com/refer?ref=aSVUVs3AXAKnoqqa,1369,7.5,Assisted Purchase,,1466,
newsroompost.com,NaN,2059,NaN,Guest Post,"Lifestyle, News and Media, Technology",30,48,in,3959,9187,dofollow,"Casino - 2879.2, Finance&Trading - 2879.2, Crypto - 2879.2",bazoom.com,https://app.bazoom.com/refer?ref=aSVUVs3AXAKnoqqa,2059,7.5,Assisted Purchase,,2265,,serpzilla.com,https://serpzilla.com/r.JkZYyVIMKu.php,3105,
obstakels.com,NaN,439,NaN,Guest Post,"Health and Medicine, Movies, Sports",27,30,nl,2429,220,dofollow,Crypto - 885,backlinked.com,https://backlinked.com?ref=otjmnzu,439,5.5,bazoom.com,https://app.bazoom.com/refer?ref=aSVUVs3AXAKnoqqa,443,7.5,Assisted Purchase,,483,
nigerianobservernews.com,NaN,281,NaN,Guest Post,"News and Media, Society, Sports",36,42,ng,26253,2409,dofollow,Finance&Trading - 306,backlinked.com,https://backlinked.com?ref=otjmnzu,281,5.5,meup.com,https://meup.com/?ref=6807A674CEA1F,306,,Assisted Purchase,,310,
risingkashmir.com,NaN,425,NaN,Guest Post,"News and Media, Sports",47,59,in,75442,3606,dofollow,"Casino - 695, Finance&Trading - 695, Dating - 695",bazoom.com,https://app.bazoom.com/refer?ref=aSVUVs3AXAKnoqqa,425,7.5,collaborator.pro,https://collaborator.pro/?ref=quRNI8,445,9.0,backlinked.com,https://backlinked.com?ref=otjmnzu,465,5.5
